Scheme_Name	Net_Asset_Value
Kotak Gilt-Investment  Provident Fund and Trust-Growth - Direct	94.8668
Kotak Gilt-Investment  Provident Fund and Trust-Payout of Income Distribution cum capital withdrawal option	11.9391
Kotak Gilt-Investment Regular-Growth	83.3852
Kotak Gilt-Investment Regular-Growth - Direct	92.6402
Kotak Gilt-Investment Regular-Payout of Income Distribution cum capital withdrawal option	16.2936
Kotak Gilt-Investment Regular-Payout of Income Distribution cum capital withdrawal option - Direct	20.9223
LIC MF Government Securities Fund-Direct Plan-Growth	56.3914
LIC MF Government Securities Fund-Direct Plan-IDCW	16.2546
LIC MF Government Securities Fund-PF Plan-Growth	30.0114
LIC MF Government Securities Fund-PF Plan-IDCW	19.4204
LIC MF Government Securities Fund-Regular Plan-Growth	51.9622
LIC MF Government Securities Fund-Regular Plan-IDCW	14.9781
NIPPON INDIA GILT SECURITIES FUND - Direct Plan - MONTHLY IDCW Option	11.6296
Nippon India Gilt Securities Fund - Direct Plan - P F Option - Automatic Annual Reinvest Option	19.7532
Nippon India Gilt Securities Fund - Direct Plan - P F Option - Automatic Capital Appreciation Payout Option	36.3995
Nippon India Gilt Securities Fund - Direct Plan - P F Option - Defined Maturity Date Option	36.5928
Nippon India Gilt Securities Fund - Direct Plan Growth Plan - Growth Option	36.4942
Nippon India Gilt Securities Fund - Institutional Plan-Growth Plan -Growth Option	33.4235
NIPPON INDIA GILT SECURITIES FUND - MONTHLY IDCW Option	10.5468
Nippon India Gilt Securities Fund -Growth Plan - Growth Option	32.8959
Nippon India Gilt Securities Fund -P F Option-Automatic Annual Reinvest Option	27.5837
Nippon India Gilt Securities Fund -P F Option-Defined Maturity Date Option	32.8959
Nippon India Gilt Securities Fund- Direct Plan- Growth Plan- Bonus Option	20.3967
Nippon India Gilt Securities Fund- Growth Plan- Bonus Option	13.0522
Nippon India Gilt Securities Fund-Institutional Plan-P F Option-Automatic Capital Appreciation Payout Option	23.0785
Nippon India Gilt Securities Fund-P F Option-Automatic Capital Appreciation Payout Option	32.8959
PGIM India Gilt Fund - Bonus	13.8662
PGIM India Gilt Fund - Direct Plan - Growth	27.5819
PGIM India Gilt Fund - Direct Plan - Half Yearly Bonus	12.8877
PGIM India Gilt Fund - Direct Plan - Quarterly Dividend	14.6319
PGIM India Gilt Fund - Growth	26.0262
PGIM India Gilt Fund - Half Yearly Bonus	12.6178
PGIM India Gilt Fund - Quarterly Dividend	14.0351
quant Gilt Fund - Growth Option - Direct Plan	10.4148
quant Gilt Fund - Growth Option - Regular Plan	10.3733
quant Gilt Fund - IDCW Option - Direct Plan	10.4158
quant Gilt Fund - IDCW Option - Regular Plan	10.3727
SBI MAGNUM GILT FUND -  GROWTH - PF (Fixed Period - 1 Yr) Option	N.A.
SBI MAGNUM GILT FUND -  GROWTH - PF (Fixed Period - 2 Yrs) Option	N.A.
SBI MAGNUM GILT FUND -  GROWTH - PF (Fixed Period - 3 Yrs) Option	33.9849
SBI MAGNUM GILT FUND -  GROWTH - PF (Regular) Option	36.3738
SBI MAGNUM GILT FUND - DIRECT PLAN - GROWTH	59.4116
SBI Magnum Gilt Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	18.9615
SBI Magnum Gilt Fund - Income Distribution cum Capital Withdrawal Option (IDCW) - PF (Fixed Period - 1 Yr)	17.5047
SBI Magnum Gilt Fund - Income Distribution cum Capital Withdrawal Option (IDCW) - PF (Fixed Period - 2 Yrs)	17.7141
SBI Magnum Gilt Fund - Income Distribution cum Capital Withdrawal Option (IDCW) - PF (Fixed Period - 3 Yrs)	17.1752
SBI Magnum Gilt Fund - Income Distribution cum Capital Withdrawal Option (IDCW) - PF (Regular)	18.3059
SBI MAGNUM GILT FUND - REGULAR PLAN - GROWTH	56.6590
SBI Magnum Gilt Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	17.4225
Tata Gilt Retirement Plan (28/2/25) - Payout of IDCW Option	30.8158
Tata Gilt Retirement Plan- 28/2/25 Growth Option	30.8661
Tata Gilt Securities Fund - Direct Plan - Payout of IDCW Option	20.8664
Tata Gilt Securities Fund - Regular Plan - Payout of IDCW Option	18.7586
Tata Gilt Securities Fund -Regular Plan- Growth Option	67.6768
Tata Gilt Securities Fund- Direct Plan - Growth Option	74.1125
Union Gilt Fund - Direct Plan - Annual IDCW Option	10.6223
Union Gilt Fund - Direct Plan - Growth Option	10.6223
Union Gilt Fund - Direct Plan - Half-yearly IDCW Option	10.6223
Union Gilt Fund - Regular Plan - Annual IDCW Option	10.5734
Union Gilt Fund - Regular Plan - Growth Option	10.5734
Union Gilt Fund - Regular Plan - Half-yearly IDCW Option	10.5734
UTI - GILT FUND - Direct Plan - Growth Option	55.5578
UTI - GILT FUND - Discontinued PF Plan - Growth Option	40.1177
UTI - GILT FUND - Discontinued PF Plan Prescribed Date Auto Redemption Option	40.14
UTI - GILT FUND - Regular Plan - Growth Option	53.9554
UTI - GILT FUND -Discontinued PF Plan -Dividend Option	22.0809
UTI Gilt Fund - Direct Plan - IDCW	26.8291
UTI Gilt Fund - Regular Plan - IDCW	33.4685
BANDHAN Government Securities Fund - Constant Maturity Plan - Regular Plan - Quarterly IDCW	11.6555
BANDHAN Government Securities Fund - Constant Maturity Plan - Regular Plan - Growth	38.6932
BANDHAN Government Securities Fund - Constant Maturity Plan - Regular Plan - Weekly IDCW	10.2089
BANDHAN Government Securities Fund - Constant Maturity Plan - Regular Plan - Monthly IDCW	10.4302
BANDHAN Government Securities Fund - Constant Maturity Plan - Regular Plan - Periodic IDCW	13.8511
BANDHAN Government Securities Fund - Constant Maturity Plan -Direct Plan-Growth	39.1633
BANDHAN Government Securities Fund - Constant Maturity Plan -Direct Plan-Monthly IDCW	10.4696
BANDHAN Government Securities Fund - Constant Maturity Plan -Direct Plan-Periodic IDCW	11.6663
BANDHAN Government Securities Fund - Constant Maturity Plan -Direct Plan-Quarterly IDCW	11.9490
BANDHAN Government Securities Fund - Constant Maturity Plan -Direct Plan-Weekly IDCW	17.9580
DSP 10Y G-Sec Fund - Direct Plan - Growth	19.0126
DSP 10Y G-Sec Fund - Direct Plan - IDCW	10.8849
DSP 10Y G-Sec Fund - Direct Plan - IDCW - Monthly	10.4847
DSP 10Y G-Sec Fund - Direct Plan - IDCW - Quarterly	11.1399
DSP 10Y G-Sec Fund - Regular Plan - Growth	18.6366
DSP 10Y G-Sec Fund - Regular Plan - IDCW	10.6909
DSP 10Y G-Sec Fund - Regular Plan - IDCW - Monthly	10.6492
DSP 10Y G-Sec Fund - Regular Plan - IDCW - Quarterly 	11.1976
ICICI Prudential Constant Maturity Gilt Fund - Annual IDCW	10.4889
ICICI Prudential Constant Maturity Gilt Fund - Direct Plan - Annual IDCW	10.6928
ICICI Prudential Constant Maturity Gilt Fund - Direct Plan - Growth	21.3566
ICICI Prudential Constant Maturity Gilt Fund - Direct Plan - Half Yearly IDCW	10.6790
ICICI Prudential Constant Maturity Gilt Fund - Direct Plan - Monthly IDCW	11.3870
ICICI Prudential Constant Maturity Gilt Fund - Direct Plan - Quarterly IDCW	11.4695
ICICI Prudential Constant Maturity Gilt Fund - Growth	20.9586
ICICI Prudential Constant Maturity Gilt Fund - Half Yearly IDCW	10.3816
ICICI Prudential Constant Maturity Gilt Fund - Monthly IDCW	11.1867
ICICI Prudential Constant Maturity Gilt Fund - quarterly IDCW	11.2179
SBI MAGNUM CONSTANT MATURITY FUND - DIRECT PLAN - GROWTH	56.1665
SBI Magnum Constant Maturity Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	18.2701
SBI MAGNUM CONSTANT MATURITY FUND - REGULAR PLAN - GROWTH	54.3865
SBI Magnum Constant Maturity Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	17.6883
UTI Gilt Fund with 10 year Constant Duration - Direct Plan - Annual IDCW Option	10.6429
UTI Gilt Fund with 10 year Constant Duration - Direct Plan - Flexi IDCW Option	10.8237
UTI Gilt Fund with 10 year Constant Duration - Direct Plan - Growth Option	10.8234
UTI Gilt Fund with 10 year Constant Duration - Direct Plan - Quarterly IDCW Option	10.8236
UTI Gilt Fund with 10 year Constant Duration - Regular Plan - Annual IDCW Option	10.5977
UTI Gilt Fund with 10 year Constant Duration - Regular Plan - Flexi IDCW Option	10.7783
UTI Gilt Fund with 10 year Constant Duration - Regular Plan - Growth Option	10.7787
UTI Gilt Fund with 10 year Constant Duration - Regular Plan - Half Yearly IDCW Option	10.7785
UTI Gilt Fund with 10 year Constant Duration - Regular Plan - Quarterly IDCW Option	10.7787
360 ONE LIQUID FUND DIRECT PLAN  GROWTH	1754.2924
360 ONE LIQUID FUND DIRECT PLAN  WEEKLY DIVIDEND	1005.9539
360 ONE LIQUID FUND REGULAR PLAN  GROWTH	1745.9214
360 ONE LIQUID FUND REGULAR PLAN  WEEKLY DIVIDEND	1005.9522
IIFL LIQUID FUND DIRECT PLAN  DAILY DIVIDEND REINVESTMENT	1000.1481
IIFL LIQUID FUND REGULAR PLAN  DAILY DIVIDEND REINVESTMENT	1000.1481
Aditya Birla Sun Life Liquid Fund - Growth	364.141
Aditya Birla Sun Life Liquid Fund - Growth - Direct Plan	367.5478
Aditya Birla Sun Life Liquid Fund -Daily IDCW	100.195
Aditya Birla Sun Life Liquid Fund -Direct - daily IDCW	100.195
Aditya Birla Sun Life Liquid Fund -DIRECT - IDCW	199.5494
Aditya Birla Sun Life Liquid Fund -Direct - weekly IDCW	100.225
Aditya Birla Sun Life Liquid Fund -Institutional - IDCW	108.023
Aditya Birla Sun Life Liquid Fund -Institutional - weekly  IDCW	108.068
Aditya Birla Sun Life Liquid Fund -Regular - IDCW	152.3664
Aditya Birla Sun Life Liquid Fund -Retail - IDCW	163.694
Aditya Birla Sun Life Liquid Fund -weekly IDCW	100.225
Aditya Birla Sun Life Liquid Fund- Discipline Advantage Plan	245.0046
Aditya Birla Sun Life Liquid Fund-Institutional (Growth)	606.4103
Aditya Birla Sun Life Liquid Fund-Retail (Growth)	590.9241
Axis Liquid Fund - Direct plan - Bonus Option	2215.5705
Axis Liquid Fund - Direct Plan - Daily IDCW	1000.9560
Axis Liquid Fund - Direct Plan - Growth Option	2531.4615
Axis Liquid Fund - Direct Plan - Monthly IDCW	1002.1866
Axis Liquid Fund - Direct Plan - Weekly IDCW	1002.9153
Axis Liquid Fund - Regular Plan - Daily IDCW	1001.3998
Axis Liquid Fund - Regular Plan - Growth Option	2514.2135
Axis Liquid Fund - Regular Plan - Monthly IDCW	1002.7621
Axis Liquid Fund - Regular Plan - Weekly IDCW	1002.9074
Axis Liquid Fund - Retail Plan - Daily IDCW	1000.9559
Axis Liquid Fund - Retail Plan - Growth Option	2326.2601
Axis Liquid Fund - Retail Plan - Monthly IDCW	1002.0704
Axis Liquid Fund - Retail Plan - Weekly IDCW	1001.4431
BANDHAN LIQUID FUND - Inst Plan B - Periodic Div	0
BANDHAN LIQUID Fund - Regular Plan - Daily IDCW	1001.0846
BANDHAN LIQUID Fund - Regular Plan - Growth	2732.8150
BANDHAN LIQUID Fund - Regular Plan - Monthly IDCW	1000.9381
BANDHAN LIQUID Fund - Regular Plan - Periodic IDCW	1179.8714
BANDHAN LIQUID Fund - Regular Plan - Weekly IDCW	1002.3674
BANDHAN LIQUID Fund - Unclaimed IDCW Less than 3 years	1.4657
BANDHAN LIQUID Fund - Unclaimed IDCW More than 3 years	1.0000
BANDHAN LIQUID Fund - Unclaimed Redemption Less than 3 years	1.4657
BANDHAN LIQUID Fund - Unclaimed Redemption More than 3 years	1.0000
BANDHAN LIQUID Fund -Direct Plan -Monthly IDCW	1007.6666
BANDHAN LIQUID Fund -Direct Plan -Weekly IDCW	1008.2709
BANDHAN LIQUID Fund -Direct Plan-Daily IDCW	1001.6663
BANDHAN LIQUID Fund -Direct Plan-Growth	2751.8088
BANDHAN LIQUID Fund -Direct Plan-Periodic IDCW	1108.6596
BANK OF INDIA Liquid Fund  Unclaimed Dividend greater than  3 years	1000.0000
BANK OF INDIA Liquid Fund  Unclaimed Dividend Upto 3 years	1226.9964
BANK OF INDIA Liquid Fund  Unclaimed Redemption greater than  3 years	1000.0000
BANK OF INDIA Liquid Fund  Unclaimed Redemption Upto 3 years	1226.8682
BANK OF INDIA Liquid Fund- Direct Plan- Daily IDCW	1002.6483
BANK OF INDIA Liquid Fund- Direct Plan- Growth	2623.0627
BANK OF INDIA Liquid Fund- Direct Plan- Weekly IDCW	1062.6317
BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW	1002.1069
BANK OF INDIA Liquid Fund- Regular Plan- Growth	2599.0207
BANK OF INDIA Liquid Fund- Regular Plan- Weekly IDCW	1002.3251
Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION	1002.0849
Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - GROWTH OPTION	2627.0394
Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - WEEKLY IDCW OPTION	1219.2463
Baroda BNP Paribas Liquid Fund - Plan C	1422.9738
Baroda BNP Paribas Liquid Fund - Regular - Weekly IDCW Option	0.0000
Baroda BNP Paribas LIQUID FUND - Regular Plan - DAILY IDCW OPTION	1001.1996
Baroda BNP Paribas LIQUID FUND - Regular Plan - GROWTH OPTION	2601.2803
Baroda BNP Paribas LIQUID FUND - Regular Plan - WEEKLY IDCW OPTION	1000.7130
BARODA BNP PARIBAS LIQUID FUND PLAN C IDCW ABOVE 3 YRS	1000
BARODA BNP PARIBAS LIQUID FUND PLAN C IDCW UPTO 3YRS	1391.4327
BARODA BNP PARIBAS LIQUID FUND PLAN C REDEMPTION ABOVE 3 YRS	1000
BARODA BNP PARIBAS LIQUID FUND PLAN C REDEMPTION UPTO 3YRS	1387.3652
Baroda BNP Paribas LIQUID FUND- Defunct Plan -Growth Option	3828.6850
Baroda BNP Paribas LIQUID FUND-Defunct Plan- IDCW Option	3159.0845
Baroda BNP Paribas LIQUID FUND-Defunct Plan-Daily IDCW Option	1006.0602
CANARA ROBECO LIQUID FUND - DIRECT PLAN - DAILY IDCW (Reinvestment)	1005.5000
CANARA ROBECO LIQUID FUND - DIRECT PLAN - GROWTH OPTION	2730.8377
CANARA ROBECO LIQUID FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	1954.5205
CANARA ROBECO LIQUID FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment)	1001.0044
CANARA ROBECO LIQUID FUND - DIRECT PLAN - WEEKLY IDCW (Payout/Reinvestment)	1001.0033
CANARA ROBECO LIQUID FUND - REGULAR PLAN - DAILY IDCW (Reinvestment)	1005.5000
CANARA ROBECO LIQUID FUND - REGULAR PLAN - GROWTH OPTION	2719.7985
CANARA ROBECO LIQUID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment)	1000.9989
CANARA ROBECO LIQUID FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment)	1000.9978
Canara Robeco Liquid Fund -Unclaimed Redemption and Dividend Plan -Direct Growth Option	1487.9306
DSP Liquidity Fund - Direct Plan - Growth	3256.0832
DSP Liquidity Fund - Direct Plan - IDCW - Daily	1000.9329
DSP Liquidity Fund - Direct Plan - IDCW - Weekly	1001.1053
DSP Liquidity Fund - Regular Plan - Growth	3225.8477
DSP Liquidity Fund - Regular Plan - IDCW - Weekly	1001.1039
DSP Liquidity Fund- Regular Plan - IDCW - Daily	1000.9329
Edelweiss Liquid Fund - Direct Plan - Bonus Option	1710.8513
Edelweiss Liquid Fund - Direct Plan - Growth Option	2940.7045
Edelweiss Liquid Fund - Direct Plan - IDCW Option	2940.709
Edelweiss Liquid Fund - Direct Plan Annual - IDCW Option	2940.6847
Edelweiss Liquid Fund - Direct Plan daily - IDCW Option	1031.0535
Edelweiss Liquid Fund - Direct Plan Fortnightly - IDCW Option	2324.1571
Edelweiss Liquid Fund - Direct Plan Monthly - IDCW Option	1005.7763
Edelweiss Liquid Fund - Direct Plan weekly - IDCW Option	2174.2125
Edelweiss Liquid Fund - Regular Plan - Bonus Option	1684.4627
Edelweiss Liquid Fund - Regular Plan - Growth Option	2891.9913
Edelweiss Liquid Fund - Regular Plan - IDCW Option	2891.9946
Edelweiss Liquid Fund - Regular Plan Annual - IDCW Option	2001.0103
Edelweiss Liquid Fund - Regular Plan Daily - IDCW Option	1070.8204
Edelweiss Liquid Fund - Regular Plan Fortnightly - IDCW Option	2154.6463
Edelweiss Liquid Fund - Regular Plan Monthly - IDCW Option	1034.9567
Edelweiss Liquid Fund - Regular Plan Weekly - IDCW Option	1085.3681
Edelweiss Liquid Fund - Retail Plan - Growth Option	2630.05
Edelweiss Liquid Fund - Retail Plan - Weekly Dividend Option	1231.7185
Edelweiss Liquid Fund - Retail Plan Daily - IDCW Option	1056.2834
Edelweiss Liquid Fund - Retail Plan Monthly - IDCW Option	1245.3762
Franklin India Liquid Fund - Regular Plan - Daily - IDCW	1509.3204
Franklin India Liquid Fund - Regular Plan - Growth	5183.8533
Franklin India Liquid Fund - Regular Plan - Weekly - IDCW	1245.3629
Franklin India Liquid Fund - Super Instittutional - Direct - Growth	3422.2742
Franklin India Liquid Fund - Super Institutional Plan - Daily - IDCW	1000.0000
Franklin India Liquid Fund - Super Institutional Plan - Direct - Daily - IDCW	1001.6033
Franklin India Liquid Fund - Super Institutional Plan - Direct - Weekly - IDCW	1022.3657
Franklin India Liquid Fund - Super Institutional Plan - Growth	3399.0701
Franklin India Liquid Fund - Super Institutional Plan - Weekly - IDCW	1023.1475
Franklin India Liquid Fund - Unclaimed IDCW Investor Education Plan - Growth	10.0000
Franklin India Liquid Fund - Unclaimed IDCW Plan - Growth	14.4455
Franklin India Liquid Fund - Unclaimed Redemption Investor Education Plan - Growth	10.0000
Franklin India Liquid Fund - Unclaimed Redemption Plan - Growth	14.4455
Franklin India Liquid Fund - Institution-Growth	0.0000
Franklin India Liquid Fund - Institutional Plan - Daily - IDCW	1000.0000
Franklin India Liquid Fund - Institutional Plan - Weekly - IDCW	1055.6641
Groww Liquid Fund ( formerly known as Indiabulls Liquid )Fund - Direct Plan - Growth Option	2207.2888
Groww Liquid Fund (formerly known as Indiabulls Liquid Fund) - Direct Plan- - Income Distribution cum capital withdrawal Option ( Reinvestment)	1001.06
Groww Liquid Fund (formerly known as Indiabulls Liquid Fund) - Growth Option	2185.2303
Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	1002.0124
Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	1029.5812
Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Direct Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	1001.3476
Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option (Reinvestment)	1001.1451
Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	1001.0909
Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Regular Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	1002.4098
Groww Liquid Fund (formerly known as Indiabulls Liquid) Fund- Regular Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	1001.9218
HDFC Liquid Fund - Growth Option - Direct Plan	4476.7589
HDFC Liquid Fund - Growth Plan	4436.3077
HDFC Liquid Fund - IDCW Daily	1019.82
HDFC Liquid Fund - IDCW Daily - Direct Plan	1019.82
HDFC Liquid Fund - IDCW Monthly	1027.1065
HDFC Liquid Fund - IDCW Monthly - Direct Plan	1027.1173
HDFC Liquid Fund - IDCW Plan Weekly	1031.8392
HDFC Liquid Fund - IDCW Weekly - Direct Plan	1031.8506
HDFC Liquid Fund-Premium Plan - Dividend-Weekly	10
HDFC Liquid Fund-Premium Plus Plan - Dividend-Weekly	10
HDFC Liquid Fund-PREMIUM PLUS- Growth	10.0000
HSBC Liquid Fund -  Growth Direct	2269.4552
HSBC Liquid Fund - Direct Daily IDCW	1001.0033
HSBC Liquid Fund - Direct Monthly IDCW	1039.4323
HSBC Liquid Fund - Direct Weekly IDCW	1195.8766
HSBC Liquid Fund - Growth	3250.8249
HSBC Liquid Fund - IDCW	1019.3000
HSBC Liquid Fund - Institutional Daily IDCW	1562.8262
HSBC Liquid Fund - Regular Daily IDCW	1001.3789
HSBC Liquid Fund - Regular Growth	2253.1300
HSBC Liquid Fund - Regular Monthly IDCW	1003.7734
HSBC Liquid Fund - Regular Weekly IDCW	1108.1252
HSBC Liquid Fund - Weekly IDCW	1001.3753
ICICI Prudential Liquid Fund -Quarterly IDCW	101.4288
ICICI Prudential Liquid Institutional Plus Fund - Div - Daily	118.5152
ICICI Prudential Liquid Fund - Bonus	121.0704
ICICI Prudential Liquid Fund - Daily IDCW	100.1482
ICICI Prudential Liquid Fund - Direct Plan -  Annual IDCW	103.9850
ICICI Prudential Liquid Fund - Direct Plan -  Half Yearly IDCW	106.7325
ICICI Prudential Liquid Fund - Direct Plan -  IDCW Others	156.4102
ICICI Prudential Liquid Fund - Direct Plan - Daily IDCW	100.1082
ICICI Prudential Liquid Fund - Direct Plan - Growth	337.2374
ICICI Prudential Liquid Fund - Direct Plan - Monthly IDCW	100.4287
ICICI Prudential Liquid Fund - Direct Plan - Quarterly IDCW	102.2043
